DATE,MORTGAGE30US,RRVRUSQ156N,CPIAUCSL
1997-04-27,8.08,7.9,159.9
1997-05-03,8.08,7.9,159.9
1997-05-04,8.01,7.9,159.9
1997-05-11,7.94,7.9,159.9
1997-05-18,7.91,7.9,159.9
1997-05-25,7.92,7.9,159.9
1997-06-01,7.94,7.9,159.9
1997-06-03,7.94,7.9,160.2
1997-06-08,7.85,7.9,160.2
1997-06-15,7.72,7.9,160.2
1997-06-22,7.61,7.9,160.2
1997-06-29,7.58,7.9,160.2
1997-07-03,7.58,7.9,160.4
1997-07-06,7.62,7.9,160.4
1997-07-13,7.47,7.9,160.4
1997-07-20,7.47,7.9,160.4
1997-07-27,7.43,7.9,160.4
1997-08-03,7.36,7.9,160.8
1997-08-10,7.46,7.9,160.8
1997-08-17,7.54,7.9,160.8
1997-08-24,7.46,7.9,160.8
1997-08-31,7.58,7.9,160.8
1997-09-03,7.58,7.9,161.2
1997-09-07,7.53,7.9,161.2
1997-09-14,7.53,7.9,161.2
1997-09-21,7.38,7.9,161.2
1997-09-28,7.28,7.9,161.2
1997-10-03,7.28,7.7,161.5
1997-10-05,7.31,7.7,161.5
1997-10-12,7.26,7.7,161.5
1997-10-19,7.34,7.7,161.5
1997-10-26,7.35,7.7,161.5
1997-11-02,7.21,7.7,161.5
1997-11-03,7.21,7.7,161.7
1997-11-09,7.24,7.7,161.7
1997-11-16,7.23,7.7,161.7
1997-11-23,7.18,7.7,161.7
1997-11-30,7.17,7.7,161.7
1997-12-03,7.17,7.7,161.8
1997-12-07,7.15,7.7,161.8
1997-12-14,7.17,7.7,161.8
1997-12-21,7.07,7.7,161.8
1997-12-28,6.99,7.7,161.8
1998-01-03,6.99,7.7,162.0
1998-01-04,7.03,7.7,162.0
1998-01-11,6.94,7.7,162.0
1998-01-18,6.89,7.7,162.0
1998-01-25,6.99,7.7,162.0
1998-02-01,7.12,7.7,162.0
1998-02-03,7.12,7.7,162.0
1998-02-08,7.03,7.7,162.0
1998-02-15,7.06,7.7,162.0
1998-02-22,6.99,7.7,162.0
1998-03-02,7.09,7.7,162.0
1998-03-03,7.09,7.7,162.0
1998-03-08,7.19,7.7,162.0
1998-03-15,7.16,7.7,162.0
1998-03-22,7.08,7.7,162.0
1998-03-29,7.08,7.7,162.0
1998-04-03,7.08,8.0,162.2
1998-04-05,7.15,8.0,162.2
1998-04-12,7.09,8.0,162.2
1998-04-19,7.17,8.0,162.2
1998-04-26,7.15,8.0,162.2
1998-05-03,7.22,8.0,162.6
1998-05-10,7.14,8.0,162.6
1998-05-17,7.19,8.0,162.6
1998-05-24,7.1,8.0,162.6
1998-05-31,7.07,8.0,162.6
1998-06-03,7.07,8.0,162.8
1998-06-07,7.05,8.0,162.8
1998-06-14,7.04,8.0,162.8
1998-06-21,6.94,8.0,162.8
1998-06-28,6.96,8.0,162.8
1998-07-03,6.96,8.2,163.2
1998-07-05,6.98,8.2,163.2
1998-07-12,6.91,8.2,163.2
1998-07-19,6.94,8.2,163.2
1998-07-26,6.96,8.2,163.2
1998-08-02,6.97,8.2,163.2
1998-08-03,6.97,8.2,163.4
1998-08-09,6.94,8.2,163.4
1998-08-16,6.91,8.2,163.4
1998-08-23,6.92,8.2,163.4
1998-08-30,6.92,8.2,163.4
1998-09-03,6.92,8.2,163.5
1998-09-06,6.82,8.2,163.5
1998-09-13,6.77,8.2,163.5
1998-09-20,6.66,8.2,163.5
1998-09-27,6.64,8.2,163.5
1998-10-03,6.64,7.8,163.9
1998-10-04,6.6,7.8,163.9
1998-10-11,6.49,7.8,163.9
1998-10-18,6.9,7.8,163.9
1998-10-25,6.73,7.8,163.9
1998-11-01,6.83,7.8,163.9
1998-11-03,6.83,7.8,164.1
1998-11-08,6.89,7.8,164.1
1998-11-15,6.93,7.8,164.1
1998-11-22,6.86,7.8,164.1
1998-11-29,6.78,7.8,164.1
1998-12-03,6.78,7.8,164.4
1998-12-06,6.71,7.8,164.4
1998-12-13,6.69,7.8,164.4
1998-12-20,6.69,7.8,164.4
1998-12-27,6.77,7.8,164.4
1999-01-02,6.83,7.8,164.4
1999-01-03,6.83,8.2,164.7
1999-01-10,6.79,8.2,164.7
1999-01-17,6.83,8.2,164.7
1999-01-24,6.78,8.2,164.7
1999-01-31,6.74,8.2,164.7
1999-02-03,6.74,8.2,164.7
1999-02-07,6.75,8.2,164.7
1999-02-14,6.77,8.2,164.7
1999-02-21,6.82,8.2,164.7
1999-02-28,6.89,8.2,164.7
1999-03-03,6.89,8.2,164.8
1999-03-07,7.06,8.2,164.8
1999-03-14,7.11,8.2,164.8
1999-03-21,7.01,8.2,164.8
1999-03-28,6.98,8.2,164.8
1999-04-03,6.98,8.1,165.9
1999-04-04,6.98,8.1,165.9
1999-04-11,6.92,8.1,165.9
1999-04-18,6.87,8.1,165.9
1999-04-25,6.88,8.1,165.9
1999-05-02,6.93,8.1,165.9
1999-05-03,6.93,8.1,166.0
1999-05-09,7.02,8.1,166.0
1999-05-16,7.1,8.1,166.0
1999-05-23,7.23,8.1,166.0
1999-05-30,7.23,8.1,166.0
1999-06-03,7.23,8.1,166.0
1999-06-06,7.41,8.1,166.0
1999-06-13,7.51,8.1,166.0
1999-06-20,7.65,8.1,166.0
1999-06-27,7.63,8.1,166.0
1999-07-03,7.63,8.2,166.7
1999-07-04,7.71,8.2,166.7
1999-07-11,7.65,8.2,166.7
1999-07-18,7.58,8.2,166.7
1999-07-25,7.52,8.2,166.7
1999-08-01,7.7,8.2,166.7
1999-08-03,7.7,8.2,167.1
1999-08-08,7.89,8.2,167.1
1999-08-15,8.15,8.2,167.1
1999-08-22,7.93,8.2,167.1
1999-08-29,7.8,8.2,167.1
1999-09-03,7.8,8.2,167.8
1999-09-05,7.83,8.2,167.8
1999-09-12,7.88,8.2,167.8
1999-09-19,7.82,8.2,167.8
1999-09-26,7.76,8.2,167.8
1999-10-03,7.7,7.9,168.1
1999-10-10,7.82,7.9,168.1
1999-10-17,7.85,7.9,168.1
1999-10-24,7.93,7.9,168.1
1999-10-31,7.96,7.9,168.1
1999-11-03,7.96,7.9,168.4
1999-11-07,7.84,7.9,168.4
1999-11-14,7.67,7.9,168.4
1999-11-21,7.69,7.9,168.4
1999-11-28,7.75,7.9,168.4
1999-12-03,7.75,7.9,168.8
1999-12-05,7.84,7.9,168.8
1999-12-12,7.84,7.9,168.8
1999-12-19,7.86,7.9,168.8
1999-12-26,7.96,7.9,168.8
2000-01-02,8.06,7.9,168.8
2000-01-03,8.06,7.9,169.3
2000-01-09,8.15,7.9,169.3
2000-01-16,8.18,7.9,169.3
2000-01-23,8.26,7.9,169.3
2000-01-30,8.25,7.9,169.3
2000-02-03,8.25,7.9,170.0
2000-02-06,8.25,7.9,170.0
2000-02-13,8.36,7.9,170.0
2000-02-20,8.38,7.9,170.0
2000-02-27,8.31,7.9,170.0
2000-03-03,8.31,7.9,171.0
2000-03-05,8.27,7.9,171.0
2000-03-12,8.23,7.9,171.0
2000-03-19,8.24,7.9,171.0
2000-03-26,8.23,7.9,171.0
2000-04-02,8.23,7.9,171.0
2000-04-03,8.23,8.0,170.9
2000-04-09,8.2,8.0,170.9
2000-04-16,8.12,8.0,170.9
2000-04-23,8.16,8.0,170.9
2000-04-30,8.13,8.0,170.9
2000-05-03,8.13,8.0,171.2
2000-05-07,8.28,8.0,171.2
2000-05-14,8.52,8.0,171.2
2000-05-21,8.64,8.0,171.2
2000-05-28,8.62,8.0,171.2
2000-06-03,8.62,8.0,172.2
2000-06-04,8.54,8.0,172.2
2000-06-11,8.32,8.0,172.2
2000-06-18,8.22,8.0,172.2
2000-06-25,8.14,8.0,172.2
2000-07-02,8.22,8.0,172.2
2000-07-03,8.22,8.2,172.7
2000-07-09,8.16,8.2,172.7
2000-07-16,8.09,8.2,172.7
2000-07-23,8.21,8.2,172.7
2000-07-30,8.13,8.2,172.7
2000-08-03,8.13,8.2,172.7
2000-08-06,8.12,8.2,172.7
2000-08-13,8.04,8.2,172.7
2000-08-20,7.96,8.2,172.7
2000-08-27,7.99,8.2,172.7
2000-09-03,7.96,8.2,173.6
2000-09-10,7.94,8.2,173.6
2000-09-17,7.88,8.2,173.6
2000-09-24,7.9,8.2,173.6
2000-10-01,7.88,8.2,173.6
2000-10-03,7.88,7.8,173.9
2000-10-08,7.83,7.8,173.9
2000-10-15,7.84,7.8,173.9
2000-10-22,7.83,7.8,173.9
2000-10-29,7.68,7.8,173.9
2000-11-03,7.68,7.8,174.2
2000-11-05,7.73,7.8,174.2
2000-11-12,7.79,7.8,174.2
2000-11-19,7.73,7.8,174.2
2000-11-26,7.73,7.8,174.2
2000-12-03,7.65,7.8,174.6
2000-12-10,7.54,7.8,174.6
2000-12-17,7.42,7.8,174.6
2000-12-24,7.17,7.8,174.6
2000-12-31,7.13,7.8,174.6
2001-01-03,7.13,8.2,175.6
2001-01-07,7.07,8.2,175.6
2001-01-14,6.89,8.2,175.6
2001-01-21,7.02,8.2,175.6
2001-01-28,7.15,8.2,175.6
2001-02-03,7.15,8.2,176.0
2001-02-04,7.09,8.2,176.0
2001-02-11,6.98,8.2,176.0
2001-02-18,7.01,8.2,176.0
2001-02-25,7.12,8.2,176.0
2001-03-03,7.12,8.2,176.1
2001-03-04,7.03,8.2,176.1
2001-03-11,6.97,8.2,176.1
2001-03-18,6.96,8.2,176.1
2001-03-25,6.89,8.2,176.1
2001-04-01,6.91,8.2,176.1
2001-04-03,6.91,8.3,176.4
2001-04-08,7.01,8.3,176.4
2001-04-15,7.04,8.3,176.4
2001-04-22,7.14,8.3,176.4
2001-04-29,7.12,8.3,176.4
2001-05-03,7.12,8.3,177.3
2001-05-06,7.14,8.3,177.3
2001-05-13,7.1,8.3,177.3
2001-05-20,7.14,8.3,177.3
2001-05-27,7.2,8.3,177.3
2001-06-03,7.24,8.3,177.7
2001-06-10,7.2,8.3,177.7
2001-06-17,7.14,8.3,177.7
2001-06-24,7.11,8.3,177.7
2001-07-01,7.11,8.3,177.7
2001-07-03,7.11,8.4,177.4
2001-07-08,7.19,8.4,177.4
2001-07-15,7.21,8.4,177.4
2001-07-22,7.08,8.4,177.4
2001-07-29,7.03,8.4,177.4
2001-08-03,7.03,8.4,177.4
2001-08-05,7.0,8.4,177.4
2001-08-12,7.0,8.4,177.4
2001-08-19,6.92,8.4,177.4
2001-08-26,6.91,8.4,177.4
2001-09-02,6.92,8.4,177.4
2001-09-03,6.92,8.4,178.1
2001-09-09,6.89,8.4,178.1
2001-09-16,6.86,8.4,178.1
2001-09-23,6.8,8.4,178.1
2001-09-30,6.72,8.4,178.1
2001-10-03,6.72,8.8,177.6
2001-10-07,6.64,8.8,177.6
2001-10-14,6.58,8.8,177.6
2001-10-21,6.61,8.8,177.6
2001-10-28,6.64,8.8,177.6
2001-11-03,6.64,8.8,177.5
2001-11-04,6.56,8.8,177.5
2001-11-11,6.45,8.8,177.5
2001-11-18,6.51,8.8,177.5
2001-11-25,6.75,8.8,177.5
2001-12-02,7.02,8.8,177.5
2001-12-03,7.02,8.8,177.4
2001-12-09,6.84,8.8,177.4
2001-12-16,7.09,8.8,177.4
2001-12-23,7.17,8.8,177.4
2001-12-30,7.16,8.8,177.4
2002-01-03,7.16,9.1,177.7
2002-01-06,7.14,9.1,177.7
2002-01-13,7.06,9.1,177.7
2002-01-20,6.83,9.1,177.7
2002-01-27,6.96,9.1,177.7
2002-02-03,7.02,9.1,178.0
2002-02-10,6.88,9.1,178.0
2002-02-17,6.86,9.1,178.0
2002-02-24,6.81,9.1,178.0
2002-03-03,6.8,9.1,178.5
2002-03-10,6.87,9.1,178.5
2002-03-17,7.08,9.1,178.5
2002-03-24,7.14,9.1,178.5
2002-03-31,7.18,9.1,178.5
2002-04-03,7.18,8.4,179.3
2002-04-07,7.13,8.4,179.3
2002-04-14,6.99,8.4,179.3
2002-04-21,6.94,8.4,179.3
2002-04-28,6.88,8.4,179.3
2002-05-03,6.88,8.4,179.5
2002-05-05,6.78,8.4,179.5
2002-05-12,6.79,8.4,179.5
2002-05-19,6.89,8.4,179.5
2002-05-26,6.81,8.4,179.5
2002-06-02,6.76,8.4,179.5
2002-06-03,6.76,8.4,179.6
2002-06-09,6.71,8.4,179.6
2002-06-16,6.71,8.4,179.6
2002-06-23,6.63,8.4,179.6
2002-06-30,6.55,8.4,179.6
2002-07-03,6.55,9.0,180.0
2002-07-07,6.57,9.0,180.0
2002-07-14,6.54,9.0,180.0
2002-07-21,6.49,9.0,180.0
2002-07-28,6.34,9.0,180.0
2002-08-03,6.34,9.0,180.5
2002-08-04,6.43,9.0,180.5
2002-08-11,6.31,9.0,180.5
2002-08-18,6.22,9.0,180.5
2002-08-25,6.27,9.0,180.5
2002-09-01,6.22,9.0,180.5
2002-09-03,6.22,9.0,180.8
2002-09-08,6.15,9.0,180.8
2002-09-15,6.18,9.0,180.8
2002-09-22,6.05,9.0,180.8
2002-09-29,5.99,9.0,180.8
2002-10-03,5.99,9.3,181.2
2002-10-06,6.01,9.3,181.2
2002-10-13,5.98,9.3,181.2
2002-10-20,6.15,9.3,181.2
2002-10-27,6.31,9.3,181.2
2002-11-03,6.13,9.3,181.5
2002-11-10,6.11,9.3,181.5
2002-11-17,5.94,9.3,181.5
2002-11-24,6.03,9.3,181.5
2002-12-01,6.13,9.3,181.5
2002-12-03,6.13,9.3,181.8
2002-12-08,6.19,9.3,181.8
2002-12-15,6.04,9.3,181.8
2002-12-22,6.03,9.3,181.8
2002-12-29,5.93,9.3,181.8
2003-01-03,5.93,9.4,182.6
2003-01-05,5.85,9.4,182.6
2003-01-12,5.95,9.4,182.6
2003-01-19,5.97,9.4,182.6
2003-01-26,5.91,9.4,182.6
2003-02-02,5.9,9.4,182.6
2003-02-03,5.9,9.4,183.6
2003-02-09,5.88,9.4,183.6
2003-02-16,5.86,9.4,183.6
2003-02-23,5.84,9.4,183.6
2003-03-02,5.79,9.4,183.6
2003-03-03,5.79,9.4,183.9
2003-03-09,5.67,9.4,183.9
2003-03-16,5.61,9.4,183.9
2003-03-23,5.79,9.4,183.9
2003-03-30,5.91,9.4,183.9
2003-04-03,5.91,9.6,183.2
2003-04-06,5.79,9.6,183.2
2003-04-13,5.85,9.6,183.2
2003-04-20,5.82,9.6,183.2
2003-04-27,5.79,9.6,183.2
2003-05-03,5.79,9.6,182.9
2003-05-04,5.7,9.6,182.9
2003-05-11,5.62,9.6,182.9
2003-05-18,5.45,9.6,182.9
2003-05-25,5.34,9.6,182.9
2003-06-01,5.31,9.6,182.9
2003-06-03,5.31,9.6,183.1
2003-06-08,5.26,9.6,183.1
2003-06-15,5.21,9.6,183.1
2003-06-22,5.21,9.6,183.1
2003-06-29,5.24,9.6,183.1
2003-07-03,5.24,9.9,183.7
2003-07-06,5.4,9.9,183.7
2003-07-13,5.52,9.9,183.7
2003-07-20,5.67,9.9,183.7
2003-07-27,5.94,9.9,183.7
2003-08-03,6.14,9.9,184.5
2003-08-10,6.34,9.9,184.5
2003-08-17,6.24,9.9,184.5
2003-08-24,6.28,9.9,184.5
2003-08-31,6.32,9.9,184.5
2003-09-03,6.32,9.9,185.1
2003-09-07,6.44,9.9,185.1
2003-09-14,6.16,9.9,185.1
2003-09-21,6.01,9.9,185.1
2003-09-28,5.98,9.9,185.1
2003-10-03,5.98,10.2,184.9
2003-10-05,5.77,10.2,184.9
2003-10-12,5.95,10.2,184.9
2003-10-19,6.05,10.2,184.9
2003-10-26,6.05,10.2,184.9
2003-11-02,5.94,10.2,184.9
2003-11-03,5.94,10.2,185.0
2003-11-09,5.98,10.2,185.0
2003-11-16,6.03,10.2,185.0
2003-11-23,5.83,10.2,185.0
2003-11-30,5.89,10.2,185.0
2003-12-03,5.89,10.2,185.5
2003-12-07,6.02,10.2,185.5
2003-12-14,5.88,10.2,185.5
2003-12-21,5.82,10.2,185.5
2003-12-28,5.81,10.2,185.5
2004-01-02,5.85,10.2,185.5
2004-01-03,5.85,10.4,186.3
2004-01-10,5.87,10.4,186.3
2004-01-17,5.66,10.4,186.3
2004-01-24,5.64,10.4,186.3
2004-01-31,5.68,10.4,186.3
2004-02-03,5.68,10.4,186.7
2004-02-07,5.72,10.4,186.7
2004-02-14,5.66,10.4,186.7
2004-02-21,5.58,10.4,186.7
2004-02-28,5.58,10.4,186.7
2004-03-03,5.58,10.4,187.1
2004-03-06,5.59,10.4,187.1
2004-03-13,5.41,10.4,187.1
2004-03-20,5.38,10.4,187.1
2004-03-27,5.4,10.4,187.1
2004-04-03,5.52,10.2,187.4
2004-04-10,5.79,10.2,187.4
2004-04-17,5.89,10.2,187.4
2004-04-24,5.94,10.2,187.4
2004-05-01,6.01,10.2,187.4
2004-05-03,6.01,10.2,188.2
2004-05-08,6.12,10.2,188.2
2004-05-15,6.34,10.2,188.2
2004-05-22,6.3,10.2,188.2
2004-05-29,6.32,10.2,188.2
2004-06-03,6.32,10.2,188.9
2004-06-05,6.28,10.2,188.9
2004-06-12,6.3,10.2,188.9
2004-06-19,6.32,10.2,188.9
2004-06-26,6.25,10.2,188.9
2004-07-03,6.21,10.1,189.1
2004-07-10,6.01,10.1,189.1
2004-07-17,6.0,10.1,189.1
2004-07-24,5.98,10.1,189.1
2004-07-31,6.08,10.1,189.1
2004-08-03,6.08,10.1,189.2
2004-08-07,5.99,10.1,189.2
2004-08-14,5.85,10.1,189.2
2004-08-21,5.81,10.1,189.2
2004-08-28,5.82,10.1,189.2
2004-09-03,5.82,10.1,189.8
2004-09-04,5.77,10.1,189.8
2004-09-11,5.83,10.1,189.8
2004-09-18,5.75,10.1,189.8
2004-09-25,5.7,10.1,189.8
2004-10-02,5.72,10.1,189.8
2004-10-03,5.72,10.0,190.8
2004-10-09,5.82,10.0,190.8
2004-10-16,5.74,10.0,190.8
2004-10-23,5.69,10.0,190.8
2004-10-30,5.64,10.0,190.8
2004-11-03,5.64,10.0,191.7
2004-11-06,5.7,10.0,191.7
2004-11-13,5.76,10.0,191.7
2004-11-20,5.74,10.0,191.7
2004-11-26,5.72,10.0,191.7
2004-12-03,5.72,10.0,191.7
2004-12-04,5.81,10.0,191.7
2004-12-11,5.71,10.0,191.7
2004-12-18,5.68,10.0,191.7
2004-12-24,5.75,10.0,191.7
2004-12-31,5.81,10.0,191.7
2005-01-03,5.81,10.1,191.6
2005-01-08,5.77,10.1,191.6
2005-01-15,5.74,10.1,191.6
2005-01-22,5.67,10.1,191.6
2005-01-29,5.66,10.1,191.6
2005-02-03,5.66,10.1,192.4
2005-02-05,5.63,10.1,192.4
2005-02-12,5.57,10.1,192.4
2005-02-19,5.62,10.1,192.4
2005-02-26,5.69,10.1,192.4
2005-03-03,5.69,10.1,193.1
2005-03-05,5.79,10.1,193.1
2005-03-12,5.85,10.1,193.1
2005-03-19,5.95,10.1,193.1
2005-03-26,6.01,10.1,193.1
2005-04-02,6.04,10.1,193.1
2005-04-03,6.04,9.8,193.7
2005-04-09,5.93,9.8,193.7
2005-04-16,5.91,9.8,193.7
2005-04-23,5.8,9.8,193.7
2005-04-30,5.78,9.8,193.7
2005-05-03,5.78,9.8,193.6
2005-05-07,5.75,9.8,193.6
2005-05-14,5.77,9.8,193.6
2005-05-21,5.71,9.8,193.6
2005-05-28,5.65,9.8,193.6
2005-06-03,5.65,9.8,193.7
2005-06-04,5.62,9.8,193.7
2005-06-11,5.56,9.8,193.7
2005-06-18,5.63,9.8,193.7
2005-06-25,5.57,9.8,193.7
2005-07-02,5.53,9.8,193.7
2005-07-03,5.53,9.9,194.9
2005-07-09,5.62,9.9,194.9
2005-07-16,5.66,9.9,194.9
2005-07-23,5.73,9.9,194.9
2005-07-30,5.77,9.9,194.9
2005-08-03,5.77,9.9,196.1
2005-08-06,5.82,9.9,196.1
2005-08-13,5.89,9.9,196.1
2005-08-20,5.8,9.9,196.1
2005-08-27,5.77,9.9,196.1
2005-09-03,5.71,9.9,198.8
2005-09-10,5.71,9.9,198.8
2005-09-17,5.74,9.9,198.8
2005-09-24,5.8,9.9,198.8
2005-10-01,5.91,9.9,198.8
2005-10-03,5.91,9.6,199.1
2005-10-08,5.98,9.6,199.1
2005-10-15,6.03,9.6,199.1
2005-10-22,6.1,9.6,199.1
2005-10-29,6.15,9.6,199.1
2005-11-03,6.15,9.6,198.1
2005-11-05,6.31,9.6,198.1
2005-11-12,6.36,9.6,198.1
2005-11-19,6.37,9.6,198.1
2005-11-25,6.28,9.6,198.1
2005-12-03,6.26,9.6,198.1
2005-12-10,6.32,9.6,198.1
2005-12-17,6.3,9.6,198.1
2005-12-24,6.26,9.6,198.1
2005-12-31,6.22,9.6,198.1
2006-01-03,6.22,9.5,199.3
2006-01-07,6.21,9.5,199.3
2006-01-14,6.15,9.5,199.3
2006-01-21,6.1,9.5,199.3
2006-01-28,6.12,9.5,199.3
2006-02-03,6.12,9.5,199.4
2006-02-04,6.23,9.5,199.4
2006-02-11,6.24,9.5,199.4
2006-02-18,6.28,9.5,199.4
2006-02-25,6.26,9.5,199.4
2006-03-03,6.26,9.5,199.7
2006-03-04,6.24,9.5,199.7
2006-03-11,6.37,9.5,199.7
2006-03-18,6.34,9.5,199.7
2006-03-25,6.32,9.5,199.7
2006-04-01,6.35,9.5,199.7
2006-04-03,6.35,9.6,200.7
2006-04-08,6.43,9.6,200.7
2006-04-15,6.49,9.6,200.7
2006-04-22,6.53,9.6,200.7
2006-04-29,6.58,9.6,200.7
2006-05-03,6.58,9.6,201.3
2006-05-06,6.59,9.6,201.3
2006-05-13,6.58,9.6,201.3
2006-05-20,6.6,9.6,201.3
2006-05-27,6.62,9.6,201.3
2006-06-03,6.67,9.6,201.8
2006-06-10,6.62,9.6,201.8
2006-06-17,6.63,9.6,201.8
2006-06-24,6.71,9.6,201.8
2006-07-01,6.78,9.6,201.8
2006-07-03,6.78,9.9,202.9
2006-07-08,6.79,9.9,202.9
2006-07-15,6.74,9.9,202.9
2006-07-22,6.8,9.9,202.9
2006-07-29,6.72,9.9,202.9
2006-08-03,6.72,9.9,203.8
2006-08-05,6.63,9.9,203.8
2006-08-12,6.55,9.9,203.8
2006-08-19,6.52,9.9,203.8
2006-08-26,6.48,9.9,203.8
2006-09-02,6.44,9.9,203.8
2006-09-03,6.44,9.9,202.8
2006-09-09,6.47,9.9,202.8
2006-09-16,6.43,9.9,202.8
2006-09-23,6.4,9.9,202.8
2006-09-30,6.31,9.9,202.8
2006-10-03,6.31,9.8,201.9
2006-10-07,6.3,9.8,201.9
2006-10-14,6.37,9.8,201.9
2006-10-21,6.36,9.8,201.9
2006-10-28,6.4,9.8,201.9
2006-11-03,6.4,9.8,202.0
2006-11-04,6.31,9.8,202.0
2006-11-11,6.33,9.8,202.0
2006-11-18,6.24,9.8,202.0
2006-11-24,6.18,9.8,202.0
2006-12-02,6.14,9.8,202.0
2006-12-03,6.14,9.8,203.1
2006-12-09,6.11,9.8,203.1
2006-12-16,6.12,9.8,203.1
2006-12-23,6.13,9.8,203.1
2006-12-30,6.18,9.8,203.1
2007-01-03,6.18,10.1,203.437
2007-01-06,6.18,10.1,203.437
2007-01-13,6.21,10.1,203.437
2007-01-20,6.23,10.1,203.437
2007-01-27,6.25,10.1,203.437
2007-02-03,6.34,10.1,204.226
2007-02-10,6.28,10.1,204.226
2007-02-17,6.3,10.1,204.226
2007-02-24,6.22,10.1,204.226
2007-03-03,6.18,10.1,205.288
2007-03-10,6.14,10.1,205.288
2007-03-17,6.14,10.1,205.288
2007-03-24,6.16,10.1,205.288
2007-03-31,6.16,10.1,205.288
2007-04-03,6.16,9.5,205.904
2007-04-07,6.17,9.5,205.904
2007-04-14,6.22,9.5,205.904
2007-04-21,6.17,9.5,205.904
2007-04-28,6.16,9.5,205.904
2007-05-03,6.16,9.5,206.755
2007-05-05,6.16,9.5,206.755
2007-05-12,6.15,9.5,206.755
2007-05-19,6.21,9.5,206.755
2007-05-26,6.37,9.5,206.755
2007-06-02,6.42,9.5,206.755
2007-06-03,6.42,9.5,207.234
2007-06-09,6.53,9.5,207.234
2007-06-16,6.74,9.5,207.234
2007-06-23,6.69,9.5,207.234
2007-06-30,6.67,9.5,207.234
2007-07-03,6.67,9.8,207.603
2007-07-07,6.63,9.8,207.603
2007-07-14,6.73,9.8,207.603
2007-07-21,6.73,9.8,207.603
2007-07-28,6.69,9.8,207.603
2007-08-03,6.69,9.8,207.667
2007-08-04,6.68,9.8,207.667
2007-08-11,6.59,9.8,207.667
2007-08-18,6.62,9.8,207.667
2007-08-25,6.52,9.8,207.667
2007-09-01,6.45,9.8,207.667
2007-09-03,6.45,9.8,208.547
2007-09-08,6.46,9.8,208.547
2007-09-15,6.31,9.8,208.547
2007-09-22,6.34,9.8,208.547
2007-09-29,6.42,9.8,208.547
2007-10-03,6.42,9.6,209.19
2007-10-06,6.37,9.6,209.19
2007-10-13,6.4,9.6,209.19
2007-10-20,6.4,9.6,209.19
2007-10-27,6.33,9.6,209.19
2007-11-03,6.26,9.6,210.834
2007-11-10,6.24,9.6,210.834
2007-11-17,6.24,9.6,210.834
2007-11-23,6.2,9.6,210.834
2007-12-01,6.1,9.6,210.834
2007-12-03,6.1,9.6,211.445
2007-12-08,5.96,9.6,211.445
2007-12-15,6.11,9.6,211.445
2007-12-22,6.14,9.6,211.445
2007-12-29,6.17,9.6,211.445
2008-01-03,6.17,10.1,212.174
2008-01-05,6.07,10.1,212.174
2008-01-12,5.87,10.1,212.174
2008-01-19,5.69,10.1,212.174
2008-01-26,5.48,10.1,212.174
2008-02-02,5.68,10.1,212.174
2008-02-03,5.68,10.1,212.687
2008-02-09,5.67,10.1,212.687
2008-02-16,5.72,10.1,212.687
2008-02-23,6.04,10.1,212.687
2008-03-01,6.24,10.1,212.687
2008-03-03,6.24,10.1,213.448
2008-03-08,6.03,10.1,213.448
2008-03-15,6.13,10.1,213.448
2008-03-22,5.87,10.1,213.448
2008-03-29,5.85,10.1,213.448
2008-04-03,5.85,10.0,213.942
2008-04-05,5.88,10.0,213.942
2008-04-12,5.88,10.0,213.942
2008-04-19,5.88,10.0,213.942
2008-04-26,6.03,10.0,213.942
2008-05-03,6.06,10.0,215.208
2008-05-10,6.05,10.0,215.208
2008-05-17,6.01,10.0,215.208
2008-05-24,5.98,10.0,215.208
2008-05-31,6.08,10.0,215.208
2008-06-03,6.08,10.0,217.463
2008-06-07,6.09,10.0,217.463
2008-06-14,6.32,10.0,217.463
2008-06-21,6.42,10.0,217.463
2008-06-28,6.45,10.0,217.463
2008-07-03,6.45,9.9,219.016
2008-07-05,6.35,9.9,219.016
2008-07-12,6.37,9.9,219.016
2008-07-19,6.26,9.9,219.016
2008-07-26,6.63,9.9,219.016
2008-08-02,6.52,9.9,219.016
2008-08-03,6.52,9.9,218.69
2008-08-09,6.52,9.9,218.69
2008-08-16,6.52,9.9,218.69
2008-08-23,6.47,9.9,218.69
2008-08-30,6.4,9.9,218.69
2008-09-03,6.4,9.9,218.877
2008-09-06,6.35,9.9,218.877
2008-09-13,5.93,9.9,218.877
2008-09-20,5.78,9.9,218.877
2008-09-27,6.09,9.9,218.877
2008-10-03,6.09,10.1,216.995
2008-10-04,6.1,10.1,216.995
2008-10-11,5.94,10.1,216.995
2008-10-18,6.46,10.1,216.995
2008-10-25,6.04,10.1,216.995
2008-11-01,6.46,10.1,216.995
2008-11-03,6.46,10.1,213.153
2008-11-08,6.2,10.1,213.153
2008-11-15,6.14,10.1,213.153
2008-11-22,6.04,10.1,213.153
2008-11-28,5.97,10.1,213.153
2008-12-03,5.97,10.1,211.398
2008-12-06,5.53,10.1,211.398
2008-12-13,5.47,10.1,211.398
2008-12-20,5.19,10.1,211.398
2008-12-26,5.14,10.1,211.398
2009-01-02,5.1,10.1,211.398
2009-01-03,5.1,10.1,211.933
2009-01-10,5.01,10.1,211.933
2009-01-17,4.96,10.1,211.933
